"COD1","COD2","NRODESP","CPBTE","ENTRADA","SALIDAS","STOCK","FECENT","FECUSAL"
"MTRAN","25","24001IC04077391U","220524","1500","1150","350","2024-05-28","2025-03-19"
"MTRAN","32","20001IC04113277K","220720","300","300","0.0000","2020-07-28","2020-08-03"
"MTRAN","38","20001IC04113277K","220720","300","300","0.0000","2020-07-28","2020-08-03"
"MTRAN","38","23001IC04018740M","10223","100","100","0.0000","2023-02-06","2023-02-10"
"MTRAN","45","19001IC04039130N","80319","500","500","0.0000","2019-03-11","2019-03-12"
"MTRAN","45","20001IC04113277K","220720","300","300","0.0000","2020-07-28","2020-08-03"
"MTRAN","45","23001IC04018740M","10223","500","500","0.0000","2023-02-06","2023-02-10"
"MTRAN","45","24001IC04077391U","220524","200","200","0.0000","2024-05-28","2024-05-28"
"MTRAN","6","18001IC04099185F","30518","3500","3500","0.0000","2018-05-07","2019-02-21"
"MTRAN","6","20001IC04113277K","220720","1000","1000","0.0000","2020-07-28","2024-04-23"
"MTRAN","6","21001IC04055644Y","220321","1500","1475","25","2021-04-01","2024-11-21"
"MTRAN","6","21001IC04203945N","191021","500","500","0.0000","2021-10-27","2023-02-10"
"MTRAN","6","22001IC05005447M","80322","1000","950","50","2022-03-17","2025-02-26"
"MTRAN","6","23001IC04018740M","10223","3500","0.0000","3500","2023-02-06","2023-02-06"
"MTRAN","8","18001IC04099185F","30518","6500","6485","15","2018-05-07","2021-04-16"
"MTRAN","8","19001IC04039130N","80319","1000","1000","0.0000","2019-03-11","2021-06-01"
"MTRAN","8","21001IC04055644Y","220321","1000","1000","0.0000","2021-04-01","2022-01-07"
"MTRAN","8","21001IC04203945N","191021","1500","1500","0.0000","2021-10-27","2024-04-23"
"MTRAN","8","22001IC05005447M","80322","2500","2500","0.0000","2022-03-17","2024-01-19"
"MTRAN","8","23001IC04018740M","10223","5000","800","4200","2023-02-06","2025-04-28"
"O","15","15001IC04067656A","10415","507","0.0000","507","2015-04-15","2015-04-15"
"O","15","20001IC04111282E","200720","200","0.0000","200","2020-07-23","2020-07-23"
"O","15","20001IC04192939W","181120","163","0.0000","163","2020-11-24","2020-11-24"
"O","15","21001IC04054806N","190321","140","0.0000","140","2021-03-23","2021-03-23"
"O","15","21001IC04161492N","240821","132","10","122","2021-08-30","2022-10-27"
"O","15","21001IC04245806P","131221","150","0.0000","150","2021-12-17","2021-12-17"
"O","15","21001IC05014592M","280621","140","0.0000","140","2021-06-30","2021-06-30"
"O","15","22001IC04105136H","160522","200","0.0000","200","2022-05-20","2022-05-20"
"O","15","22001IC05023281X","260922","123","0.0000","123","2022-09-26","2022-09-26"
"O","15","23001IC04049866C","280323","250","0.0000","250","2023-03-30","2023-03-30"
"O","15","23001IC04174792W","181023","500","0.0000","500","2023-10-27","2023-10-27"
"O","16","14001IC04241965T","20115","1006","707","299","2015-01-05","2024-11-19"
"O","16","15001IC04067656A","10415","208","58","150","2015-04-15","2021-02-26"
"O","16","19001IC04015932R","240119","297","0.0000","297","2019-01-28","2019-01-28"
"O","16","19001IC04158500Z","60919","430","53","377","2019-09-11","2021-12-06"
"O","16","20001IC04111282E","200720","194","29","165","2020-07-23","2024-07-25"
"O","16","20001IC04192939W","181120","173","172","1","2020-11-24","2025-04-22"
"O","16","21001IC04054806N","190321","155","12","143","2021-03-23","2023-03-21"
"O","16","21001IC04161492N","240821","150","34","116","2021-08-30","2023-12-26"
"O","16","21001IC04245806P","131221","150","0.0000","150","2021-12-17","2021-12-17"
"O","16","21001IC05014592M","280621","150","70","80","2021-06-30","2025-02-14"
"O","16","22001IC04105136H","160522","142","10","132","2022-05-20","2022-08-26"
"O","16","22001IC05023281X","260922","113","0.0000","113","2022-09-26","2022-09-26"
"O","16","23001IC04049866C","280323","250","0.0000","250","2023-03-30","2023-03-30"
"O","16","23001IC04174792W","181023","522","0.0000","522","2023-10-27","2023-10-27"
"O","17","14001IC04241965T","20115","496","496","0.0000","2015-01-05","2020-11-09"
"O","17","15001IC04067656A","10415","509","508","1","2015-04-15","2023-12-26"
"O","17","20001IC04192939W","181120","260","150","110","2020-11-24","2024-12-30"
"O","17","21001IC04054806N","190321","152","50","102","2021-03-23","2022-05-16"
"O","17","21001IC04161492N","240821","164","64","100","2021-08-30","2023-10-11"
"O","17","21001IC04245806P","131221","148","10","138","2021-12-17","2022-05-11"
"O","17","21001IC05014592M","280621","140","124","16","2021-06-30","2025-04-22"
"O","17","22001IC04105136H","160522","150","13","137","2022-05-20","2023-06-14"
"O","17","22001IC05023281X","260922","150","11","139","2022-09-26","2024-10-29"
"O","17","23001IC04049866C","280323","250","40","210","2023-03-30","2024-10-18"
"O","17","23001IC04174792W","181023","500","6","494","2023-10-27","2024-12-02"
"O","18","11001IC04236558S","231111","203","203","0.0000","2011-11-29","2013-01-09"
"O","18","14001IC04241965T","20115","1007","1006","1","2015-01-05","2020-03-16"
"O","18","15001IC04067656A","10415","200","198","2","2015-04-15","2021-01-05"
"O","18","15091IC04055318B","91015","197","196","1","2015-10-14","2021-04-13"
"O","18","19001IC04015932R","240119","302","302","0.0000","2019-01-28","2022-08-11"
"O","18","19001IC04158500Z","60919","438","196","242","2019-09-11","2023-07-14"
"O","18","20001IC04111282E","200720","194","35","159","2020-07-23","2022-05-12"
"O","18","20001IC04192939W","181120","175","74","101","2020-11-24","2023-02-16"
"O","18","21001IC04054806N","190321","100","100","0.0000","2021-03-23","2023-08-04"
"O","18","21001IC04161492N","240821","112","112","0.0000","2021-08-30","2022-10-21"
"O","18","21001IC04245806P","131221","148","146","2","2021-12-17","2024-09-09"
"O","18","21001IC05014592M","280621","113","113","0.0000","2021-06-30","2024-08-26"
"O","18","22001IC04105136H","160522","150","148","2","2022-05-20","2025-04-22"
"O","18","22001IC05023281X","260922","175","134","41","2022-09-26","2025-04-07"
"O","18","23001IC04049866C","280323","250","10","240","2023-03-30","2023-09-21"
"O","18","23001IC04174792W","181023","516","326","190","2023-10-27","2024-12-20"
"O","19","11001IC04236558S","231111","195","195","0.0000","2011-11-29","2013-05-10"
"O","19","13001IC04101121","220513","197","197","0.0000","2013-05-23","2013-10-22"
"O","19","14001IC04241965T","20115","999","999","0.0000","2015-01-05","2017-10-25"
"O","19","15001IC04067656A","10415","204","204","0.0000","2015-04-15","2019-06-06"
"O","19","15091IC04055318B","91015","200","200","0.0000","2015-10-14","2020-08-03"
"O","19","19001IC04015932R","240119","296","297","-1","2019-01-28","2021-07-29"
"O","19","20001IC04111282E","200720","283","283","0.0000","2020-07-23","2022-02-04"
"O","19","20001IC04192939W","181120","173","174","-1","2020-11-24","2022-08-24"
"O","19","21001IC04054806N","190321","100","99","1","2021-03-23","2023-03-08"
"O","19","21001IC04161492N","240821","93","93","0.0000","2021-08-30","2023-07-19"
"O","19","21001IC04245806P","131221","148","127","21","2021-12-17","2025-04-22"
"O","19","21001IC05014592M","280621","103","103","0.0000","2021-06-30","2023-07-25"
"O","19","22001IC04105136H","160522","166","38","128","2022-05-20","2023-05-05"
"O","19","22001IC05023281X","260922","152","151","1","2022-09-26","2024-06-06"
"O","19","23001IC04049866C","280323","250","134","116","2023-03-30","2024-09-27"
"O","19","23001IC04174792W","181023","509","491","18","2023-10-27","2025-04-07"
"O","20","11001IC04199085V","61011","503","503","0.0000","2011-10-11","2013-05-10"
"O","20","13001IC04101121","220513","397","397","0.0000","2013-05-23","2013-12-12"
"O","20","14001IC04026899D","100214","1000","1000","0.0000","2014-02-10","2016-06-21"
"O","20","14001IC04241965T","20115","310","310","0.0000","2015-01-05","2017-08-25"
"O","20","15001IC04067656A","10415","506","506","0.0000","2015-04-15","2019-10-02"
"O","20","15091IC04055318B","91015","193","193","0.0000","2015-10-14","2020-09-18"
"O","20","19001IC04015932R","240119","305","305","0.0000","2019-01-28","2020-10-07"
"O","20","19001IC04158500Z","60919","528","529","-1","2019-09-11","2022-02-03"
"O","20","20001IC04111282E","200720","269","268","1","2020-07-23","2023-06-07"
"O","20","20001IC04192939W","181120","176","176","0.0000","2020-11-24","2022-08-10"
"O","20","21001IC04054806N","190321","152","153","-1","2021-03-23","2022-08-12"
"O","20","21001IC04161492N","240821","150","150","0.0000","2021-08-30","2023-09-21"
"O","20","21001IC04245806P","131221","149","148","1","2021-12-17","2024-01-10"
"O","20","21001IC05014592M","280621","150","150","0.0000","2021-06-30","2024-09-26"
"O","20","22001IC04105136H","160522","168","168","0.0000","2022-05-20","2025-04-22"
"O","20","22001IC05023281X","260922","176","174","2","2022-09-26","2025-01-03"
"O","20","23001IC04049866C","280323","250","130","120","2023-03-30","2025-04-07"
"O","20","23001IC04174792W","181023","528","20","508","2023-10-27","2023-11-06"
"O","21","11001IC04199085V","61011","674","674","0.0000","2011-10-11","2013-10-22"
"O","21","14001IC04026899D","100214","1006","1006","0.0000","2014-02-10","2017-06-06"
"O","21","14001IC04241965T","20115","304","304","0.0000","2015-01-05","2019-02-15"
"O","21","15001IC04067656A","10415","490","490","0.0000","2015-04-15","2022-08-11"
"O","21","15091IC04055318B","91015","206","208","-2","2015-10-14","2021-07-29"
"O","21","16001IC04087468E","80916","94","104","-10","2016-09-12","2020-12-03"
"O","21","19001IC04015932R","240119","304","304","0.0000","2019-01-28","2022-10-21"
"O","21","19001IC04158500Z","60919","738","193","545","2019-09-11","2023-05-17"
"O","21","20001IC04111282E","200720","269","85","184","2020-07-23","2022-04-18"
"O","21","20001IC04192939W","181120","178","45","133","2020-11-24","2024-12-17"
"O","21","21001IC04054806N","190321","152","152","0.0000","2021-03-23","2024-10-09"
"O","21","21001IC04161492N","240821","150","149","1","2021-08-30","2023-08-08"
"O","21","21001IC04245806P","131221","150","64","86","2021-12-17","2025-04-22"
"O","21","21001IC05014592M","280621","150","150","0.0000","2021-06-30","2024-01-23"
"O","21","22001IC04105136H","160522","160","160","0.0000","2022-05-20","2024-05-29"
"O","21","22001IC05023281X","260922","140","140","0.0000","2022-09-26","2024-11-21"
"O","21","23001IC04049866C","280323","300","0.0000","300","2023-03-30","2023-03-30"
"O","21","23001IC04174792W","181023","511","33","478","2023-10-27","2025-03-13"
"O","22","11001IC04199085V","61011","504","504","0.0000","2011-10-11","2013-05-10"
"O","22","14001IC04026899D","100214","809","809","0.0000","2014-02-10","2024-09-24"
"O","22","14001IC04241965T","20115","992","133","859","2015-01-05","2024-06-11"
"O","22","15001IC04067656A","10415","310","8","302","2015-04-15","2020-11-02"
"O","22","15091IC04055318B","91015","304","127","177","2015-10-14","2023-09-01"
"O","22","16001IC04087468E","80916","81","79","2","2016-09-12","2020-12-16"
"O","22","19001IC04015932R","240119","307","35","272","2019-01-28","2021-08-13"
"O","22","19001IC04158500Z","60919","720","32","688","2019-09-11","2021-12-02"
"O","22","20001IC04111282E","200720","275","13","262","2020-07-23","2022-05-11"
"O","22","20001IC04192939W","181120","179","0.0000","179","2020-11-24","2020-11-24"
"O","22","21001IC04054806N","190321","169","54","115","2021-03-23","2023-02-16"
"O","22","21001IC04161492N","240821","150","39","111","2021-08-30","2023-09-12"
"O","22","21001IC04245806P","131221","100","100","0.0000","2021-12-17","2024-06-07"
"O","22","21001IC05014592M","280621","149","69","80","2021-06-30","2025-04-22"
"O","22","22001IC04105136H","160522","147","146","1","2022-05-20","2025-02-06"
"O","22","22001IC05023281X","260922","112","4","108","2022-09-26","2022-11-07"
"O","22","23001IC04049866C","280323","300","0.0000","300","2023-03-30","2023-03-30"
"O","22","23001IC04174792W","181023","292","13","279","2023-10-27","2024-12-20"
"O","23","14001IC04241965T","20115","208","208","0.0000","2015-01-05","2022-05-11"
"O","23","15001IC04067656A","10415","295","294","1","2015-04-15","2023-07-14"
"O","23","15091IC04055318B","91015","204","58","146","2015-10-14","2024-06-06"
"O","23","17001IC04058927D","290317","96","96","0.0000","2017-04-04","2024-06-26"
"O","23","23001IC04049866C","280323","100","52","48","2023-03-30","2025-01-27"
"O","23","23001IC04174792W","181023","110","15","95","2023-10-27","2024-12-20"
"O","24","14001IC04241965T","20115","1005","432","573","2015-01-05","2024-07-15"
"O","24","15091IC04055318B","91015","208","12","196","2015-10-14","2022-10-17"
"O","24","16001IC04087468E","80916","100","99","1","2016-09-12","2025-04-22"
"O","24","23001IC04049866C","280323","100","0.0000","100","2023-03-30","2023-03-30"
"O","24","23001IC04174792W","181023","89","10","79","2023-10-27","2024-12-20"
"O","25","23001IC04049866C","280323","100","99","1","2023-03-30","2024-06-25"
"O","25","23001IC04174792W","181023","110","90","20","2023-10-27","2025-04-14"
"O","26","15091IC04055318B","91015","400","399","1","2015-10-14","2021-12-06"
"O","26","16001IC04087468E","80916","95","95","0.0000","2016-09-12","2024-04-23"
"O","26","21001IC04054806N","190321","152","151","1","2021-03-23","2024-07-10"
"O","26","21001IC04161492N","240821","152","36","116","2021-08-30","2024-06-11"
"O","26","21001IC04245806P","131221","115","57","58","2021-12-17","2025-04-07"
"O","26","21001IC05014592M","280621","152","5","147","2021-06-30","2022-04-04"
"O","26","23001IC04049866C","280323","100","10","90","2023-03-30","2025-04-14"
"O","26","23001IC04174792W","181023","112","6","106","2023-10-27","2024-05-24"
"O","27","21001IC04054806N","190321","150","150","0.0000","2021-03-23","2025-02-26"
"O","27","21001IC04161492N","240821","152","42","110","2021-08-30","2025-03-14"
"O","27","21001IC04245806P","131221","115","10","105","2021-12-17","2024-05-29"
"O","27","21001IC05014592M","280621","152","0.0000","152","2021-06-30","2021-06-30"
"O","27","23001IC04049866C","280323","100","83","17","2023-03-30","2025-04-22"
"O","27","23001IC04174792W","181023","107","0.0000","107","2023-10-27","2023-10-27"
"O","28","21001IC04054806N","190321","220","99","121","2021-03-23","2024-01-16"
"O","28","21001IC04161492N","240821","300","22","278","2021-08-30","2023-09-13"
"O","28","21001IC04245806P","131221","110","104","6","2021-12-17","2025-04-07"
"O","28","21001IC05014592M","280621","300","18","282","2021-06-30","2025-03-17"
"O","28","22001IC04105136H","160522","176","10","166","2022-05-20","2023-04-10"
"O","28","22001IC05023281X","260922","114","0.0000","114","2022-09-26","2022-09-26"
"O","28","23001IC04049866C","280323","200","0.0000","200","2023-03-30","2023-03-30"
"O","28","23001IC04174792W","181023","219","4","215","2023-10-27","2024-07-04"
"O","29","21001IC04054806N","190321","240","103","137","2021-03-23","2024-04-04"
"O","29","21001IC04161492N","240821","290","8","282","2021-08-30","2023-05-24"
"O","29","21001IC04245806P","131221","112","83","29","2021-12-17","2025-02-26"
"O","29","21001IC05014592M","280621","290","7","283","2021-06-30","2025-03-17"
"O","29","22001IC04105136H","160522","130","20","110","2022-05-20","2023-11-06"
"O","29","22001IC05023281X","260922","100","15","85","2022-09-26","2025-04-07"
"O","29","23001IC04049866C","280323","200","10","190","2023-03-30","2025-03-10"
"O","29","23001IC04174792W","181023","220","5","215","2023-10-27","2024-11-07"
"O","34","22001IC04105136H","160522","176","34","142","2022-05-20","2025-03-17"
"O","34","22001IC05023281X","260922","112","97","15","2022-09-26","2025-03-10"
"O","34","23001IC04049866C","280323","50","50","0.0000","2023-03-30","2025-01-16"
"O","35","22001IC04105136H","160522","100","30","70","2022-05-20","2022-10-17"
"O","35","22001IC05023281X","260922","100","74","26","2022-09-26","2025-03-25"
"O","35","23001IC04049866C","280323","50","50","0.0000","2023-03-30","2024-09-25"
"O","39","19001IC04158500Z","60919","352","56","296","2019-09-11","2023-02-07"
"O","39","20001IC04111282E","200720","86","10","76","2020-07-23","2022-02-07"
"O","39","20001IC04192939W","181120","86","0.0000","86","2020-11-24","2020-11-24"
"O","39","21001IC04054806N","190321","115","8","107","2021-03-23","2023-03-01"
"O","39","21001IC04161492N","240821","35","21","14","2021-08-30","2024-09-09"
"O","39","21001IC04245806P","131221","112","0.0000","112","2021-12-17","2021-12-17"
"O","39","21001IC05014592M","280621","50","0.0000","50","2021-06-30","2021-06-30"
"O","39","22001IC04105136H","160522","132","11","121","2022-05-20","2024-04-25"
"O","39","22001IC05023281X","260922","112","0.0000","112","2022-09-26","2022-09-26"
"O","39","23001IC04049866C","280323","50","10","40","2023-03-30","2024-11-21"
"O","40","21001IC04245806P","131221","114","32","82","2021-12-17","2024-09-09"
"O","40","22001IC04105136H","160522","132","0.0000","132","2022-05-20","2022-05-20"
"O","40","22001IC05023281X","260922","112","10","102","2022-09-26","2023-03-17"
"O","40","23001IC04049866C","280323","50","46","4","2023-03-30","2025-02-28"
"O","41","21001IC04245806P","131221","110","31","79","2021-12-17","2025-02-28"
"O","41","22001IC04105136H","160522","148","3","145","2022-05-20","2023-07-04"
"O","41","22001IC05023281X","260922","106","20","86","2022-09-26","2023-05-22"
"O","41","23001IC04049866C","280323","50","10","40","2023-03-30","2024-11-26"
"O","42","21001IC04245806P","131221","110","38","72","2021-12-17","2024-10-23"
"O","42","22001IC04105136H","160522","100","0.0000","100","2022-05-20","2022-05-20"
"O","42","22001IC05023281X","260922","100","2","98","2022-09-26","2023-05-08"
"O","42","23001IC04049866C","280323","50","5","45","2023-03-30","2025-02-28"
"O","43","21001IC04245806P","131221","112","31","81","2021-12-17","2025-02-28"
"O","43","22001IC04105136H","160522","105","0.0000","105","2022-05-20","2022-05-20"
"O","43","22001IC05023281X","260922","100","0.0000","100","2022-09-26","2022-09-26"
"O","43","23001IC04049866C","280323","50","14","36","2023-03-30","2025-01-22"
"O","47","21001IC04245806P","131221","110","20","90","2021-12-17","2024-12-02"
"O","47","22001IC04105136H","160522","98","0.0000","98","2022-05-20","2022-05-20"
"O","47","22001IC05023281X","260922","110","0.0000","110","2022-09-26","2022-09-26"
"O","47","23001IC04049866C","280323","50","48","2","2023-03-30","2025-01-09"
"O","48","13001IC04101121","220513","204","204","0.0000","2013-05-23","2015-06-29"
"O","48","14001IC04026899D","100214","100","100","0.0000","2014-02-10","2014-09-17"
"O","48","21001IC04245806P","131221","108","108","0.0000","2021-12-17","2025-01-09"
"O","48","22001IC04105136H","160522","114","0.0000","114","2022-05-20","2022-05-20"
"O","48","22001IC05023281X","260922","108","0.0000","108","2022-09-26","2022-09-26"
"O","48","23001IC04049866C","280323","50","8","42","2023-03-30","2025-04-03"
"O","49","11001IC04199085V","61011","202","202","0.0000","2011-10-11","2023-02-07"
"O","49","11001IC04236558S","231111","104","104","0.0000","2011-11-29","2014-03-17"
"O","49","13001IC04101121","220513","100","100","0.0000","2013-05-23","2017-10-25"
"O","49","14001IC04026899D","100214","101","102","-1","2014-02-10","2016-08-10"
"O","49","14001IC04241965T","20115","508","283","225","2015-01-05","2025-02-28"
"O","49","19001IC04158500Z","60919","286","24","262","2019-09-11","2023-06-26"
"O","50","11001IC04199085V","61011","204","204","0.0000","2011-10-11","2014-06-19"
"O","50","11001IC04236558S","231111","99","99","0.0000","2011-11-29","2016-07-21"
"O","50","13001IC04101121","220513","102","102","0.0000","2013-05-23","2022-09-05"
"O","50","14001IC04026899D","100214","104","50","54","2014-02-10","2025-01-09"
"O","50","14001IC04241965T","20115","500","43","457","2015-01-05","2016-09-15"
"O","50","21001IC04245806P","131221","108","0.0000","108","2021-12-17","2021-12-17"
"O","50","22001IC04105136H","160522","120","3","117","2022-05-20","2022-08-11"
"O","50","22001IC05023281X","260922","106","0.0000","106","2022-09-26","2022-09-26"
"O","50","23001IC04049866C","280323","50","16","34","2023-03-30","2025-02-28"
"O","51","11001IC04199085V","61011","206","209","-3","2011-10-11","2021-07-29"
"O","51","11001IC04236558S","231111","104","105","-1","2011-11-29","2014-09-17"
"O","51","13001IC04101121","220513","102","52","50","2013-05-23","2025-02-26"
"O","51","14001IC04026899D","100214","101","5","96","2014-02-10","2019-11-13"
"O","52","13001IC04101121","220513","203","206","-3","2013-05-23","2018-05-16"
"O","52","14001IC04026899D","100214","99","100","-1","2014-02-10","2014-09-17"
"O","60","16001IC04087468E","80916","103","28","75","2016-09-12","2021-07-16"
"O","62","16001IC04087468E","80916","103","27","76","2016-09-12","2024-04-30"
"O","63","16001IC04087468E","80916","100","18","82","2016-09-12","2024-04-30"
"O","64","16001IC04087468E","80916","104","24","80","2016-09-12","2020-09-22"
"O","72","19001IC04158500Z","60919","50","26","24","2019-09-11","2025-01-20"
"O","72","21001IC04245806P","131221","50","0.0000","50","2021-12-17","2021-12-17"
"O","72","22001IC04105136H","160522","49","0.0000","49","2022-05-20","2022-05-20"
"O","72","22001IC05023281X","260922","50","0.0000","50","2022-09-26","2022-09-26"
"O","73","19001IC04158500Z","60919","52","25","27","2019-09-11","2025-01-20"
"O","74","19001IC04158500Z","60919","49","28","21","2019-09-11","2025-01-20"
"O","74","21001IC04245806P","131221","50","0.0000","50","2021-12-17","2021-12-17"
"O","74","22001IC04105136H","160522","50","0.0000","50","2022-05-20","2022-05-20"
"O","74","22001IC05023281X","260922","49","0.0000","49","2022-09-26","2022-09-26"
"O","75","19001IC04158500Z","60919","48","25","23","2019-09-11","2024-11-26"
"O","76","19001IC04158500Z","60919","48","5","43","2019-09-11","2022-02-16"
"O","76","21001IC04245806P","131221","50","0.0000","50","2021-12-17","2021-12-17"
"O","76","22001IC04105136H","160522","50","0.0000","50","2022-05-20","2022-05-20"
"O","76","22001IC05023281X","260922","50","10","40","2022-09-26","2024-04-30"
"PISO","1","11001IC04112001R","200711","10","10","0.0000","2011-07-20","2011-08-12"
"PISO","1","11001IC04231236G","161111","600","650","-50","2011-11-18","2011-12-05"
"PISO","1","12001IC04056356P","130412","900","900","0.0000","2012-04-13","2012-05-24"
"PISO","1","12001IC04132651X","60812","1200","1200","0.0000","2012-08-13","2013-01-11"
"PISO","1","12001IC05031798T","31212","1000","1000","0.0000","2012-12-03","2013-03-05"
"PISO","1","13001IC04000922E","70113","1000","1000","0.0000","2013-01-08","2013-06-28"
"PISO","1","13001IC04048954V","70313","800","800","0.0000","2013-03-12","2013-09-20"
"PISO","1","13001IC04130414E","30713","1000","1000","0.0000","2013-07-10","2013-11-22"
"PISO","1","13001IC05027647S","181013","500","500","0.0000","2013-10-21","2014-02-11"
"PISO","1","14001IC04083392R","50514","800","800","0.0000","2014-05-09","2014-08-14"
"PISO","1","14001IC04148123L","60814","1750","1750","0.0000","2014-08-13","2014-12-31"
"PISO","1","14001IC05001129G","240114","500","520","-20","2014-01-16","2014-05-14"
"PISO","1","14001IC05027190M","241014","1200","1200","0.0000","2014-11-03","2015-02-27"
"PISO","1","15001IC04003456L","70115","1200","1200","0.0000","2015-01-15","2015-05-29"
"PISO","1","15091IC04012771U","100615","800","800","0.0000","2015-06-15","2015-10-23"
"PISO","1","15091IC04076460C","181215","1000","1000","0.0000","2015-12-28","2017-02-24"
"PISO","1","15092IC05009383E","210915","900","900","0.0000","2015-09-24","2016-04-07"
"PISO","1","16001IC04156264S","201216","800","800","0.0000","2016-12-26","2017-10-06"
"PISO","1","16001IC05002338L","260516","800","800","0.0000","2016-06-01","2017-05-03"
"PISO","1","17001IC04020410C","310117","1500","1500","0.0000","2017-02-06","2018-03-01"
"PISO","1","17001IC04159195C","140817","1600","1598","2","2017-08-17","2018-12-20"
"PISO","1","18001IC04220991T","101018","1200","1200","0.0000","2018-10-16","2019-07-15"
"PISO","1","18001IC05000626L","80118","1300","1300","0.0000","2018-01-11","2019-04-26"
"PISO","1","19001IC04056406S","40419","2000","2000","0.0000","2019-04-08","2020-07-07"
"PISO","1","19001IC04157537C","50919","2000","2000","0.0000","2019-09-13","2021-03-31"
"PISO","1","20001IC04074759V","130520","1750","1755","-5","2020-06-22","2025-03-12"
"PISO","1","21001IC04024950K","50221","2300","2295","5","2021-02-12","2023-02-23"
"PISO","1","21001IC04203983P","191021","2000","2000","0.0000","2021-10-28","2025-03-27"
"PISO","1","22001IC04153188R","190722","1300","490","810","2022-07-29","2025-04-29"
"PISO","1","22001IC04270312G","60123","150","150","0.0000","2023-01-06","2023-04-20"
"PISO","2","10001IC05021807H","200711","10","10","0.0000","2011-07-20","2012-03-23"
"PISO","2","17001IC04020410C","310117","1800","1860","-60","2017-02-06","2017-05-31"
"PISO","2","17001IC04159195C","140817","1700","1700","0.0000","2017-08-17","2019-08-22"
"PISO","2","18001IC04220991T","101018","2500","2500","0.0000","2018-10-16","2019-05-16"
"PISO","2","18001IC05000626L","80118","2500","2500","0.0000","2018-01-11","2018-10-16"
"PISO","2","19001IC04056406S","40419","1800","1800","0.0000","2019-04-08","2020-06-03"
"PISO","2","19001IC04157537C","50919","2200","2200","0.0000","2019-09-13","2021-03-31"
"PISO","2","20001IC04074759V","130520","2200","2200","0.0000","2020-06-22","2022-08-16"
"PISO","2","21001IC04024950K","50221","2200","2200","0.0000","2021-02-12","2022-10-28"
"PISO","2","21001IC04203983P","191021","2400","2405","-5","2021-10-28","2025-03-12"
"PISO","2","22001IC04153188R","190722","1800","1045","755","2022-07-29","2025-04-29"
"PISO","2","22001IC04270312G","60123","250","250","0.0000","2023-01-06","2023-03-28"
"PISO","3","17001IC04020410C","310117","1800","1845","-45","2017-02-06","2018-01-03"
"PISO","3","17001IC04159195C","140817","1700","1700","0.0000","2017-08-17","2018-07-27"
"PISO","3","18001IC04220991T","101018","1700","1700","0.0000","2018-10-16","2019-07-31"
"PISO","3","18001IC05000626L","80118","1350","1350","0.0000","2018-01-11","2018-11-12"
"PISO","3","19001IC04056406S","40419","2000","2000","0.0000","2019-04-08","2020-08-25"
"PISO","3","19001IC04157537C","50919","1500","1500","0.0000","2019-09-13","2021-08-24"
"PISO","3","20001IC04074759V","130520","1700","1705","-5","2020-06-22","2023-07-20"
"PISO","3","21001IC04024950K","50221","1700","1575","125","2021-02-12","2025-04-03"
"PISO","3","21001IC04203983P","191021","2000","90","1910","2021-10-28","2023-11-24"
"PISO","3","22001IC04153188R","190722","1200","10","1190","2022-07-29","2023-05-31"
"PISO","3","22001IC04270312G","60123","130","130","0.0000","2023-01-06","2023-04-10"
"PISO","4","17001IC04020410C","310117","1600","1600","0.0000","2017-02-06","2018-01-03"
"PISO","4","17001IC04159195C","140817","1700","1700","0.0000","2017-08-17","2019-03-21"
"PISO","4","18001IC04220991T","101018","600","600","0.0000","2018-10-16","2021-03-31"
"PISO","4","18001IC05000626L","80118","1350","1350","0.0000","2018-01-11","2021-11-10"
"PISO","4","19001IC04056406S","40419","500","500","0.0000","2019-04-08","2019-05-02"
"PISO","4","19001IC04157537C","50919","700","700","0.0000","2019-09-13","2022-08-30"
"PISO","4","20001IC04074759V","130520","700","700","0.0000","2020-06-22","2024-12-30"
"PISO","4","21001IC04024950K","50221","300","280","20","2021-02-12","2025-03-19"
"PISO","4","22001IC04153188R","190722","600","600","0.0000","2022-07-29","2023-07-12"
"PISO","4","22001IC04270312G","60123","100","100","0.0000","2023-01-06","2023-06-27"
"PISO","5","11001IC04085686W","200711","600","600","0.0000","2011-07-20","2011-10-31"
"REJ","1","19001IC04201453M","111119","40","40","0.0000","2019-11-13","2020-02-21"
"REJ","2","19001IC04201453M","111119","50","50","0.0000","2019-11-13","2019-11-14"
"REJ","2","20001IC04113277K","220720","150","140","10","2020-07-28","2022-07-04"
"REJ","2","20001IC05025244H","221220","230","228","2","2020-12-31","2024-09-27"
"REJ","2","21001IC04203945N","191021","200","200","0.0000","2021-10-27","2021-11-08"
"REJ","2","22001IC05005447M","80322","150","140","10","2022-03-17","2024-07-31"
"REJ","2","23001IC04018740M","10223","150","150","0.0000","2023-02-06","2023-02-15"
"REJ","2","24001IC04077391U","220524","200","147","53","2024-05-28","2025-04-15"
"REJ","3","19001IC04201453M","111119","12","12","0.0000","2019-11-13","2020-02-21"
"REJ","4","19001IC04201453M","111119","6","6","0.0000","2019-11-13","2020-02-21"
"REJ","4","20001IC05025244H","221220","20","20","0.0000","2020-12-31","2021-04-28"
"REJ","5","23001IC04018740M","10223","100","100","0.0000","2023-02-06","2023-02-06"
"REJGR","1","24001IC04077391U","220524","100","100","0.0000","2024-05-28","2024-06-03"
